date,price,type,year,region
2017-01-22,1.57,organic,2017,Plains
2015-08-23,1.26,conventional,2015,Sacramento
2016-05-29,2.15,organic,2016,NewYork
2015-09-06,1.19,conventional,2015,HarrisburgScranton
2016-01-17,1.47,organic,2016,LasVegas
2015-06-21,2.06,organic,2015,Boston
2018-03-25,1.33,conventional,2018,Tampa
2015-11-01,0.97,conventional,2015,TotalUS
2017-08-27,1.57,conventional,2017,Orlando
2017-09-10,2.09,organic,2017,Plains
2017-01-01,1.24,organic,2017,Jacksonville
2015-05-24,1.51,organic,2015,Louisville
2018-02-25,1.09,conventional,2018,Boise
2017-07-09,2.23,organic,2017,HarrisburgScranton
2017-02-19,1.06,organic,2017,Atlanta
2017-03-26,1.48,conventional,2017,Charlotte
2016-11-20,1.66,organic,2016,West
2016-05-15,0.85,conventional,2016,Spokane
2017-01-15,1.62,organic,2017,Atlanta
2017-11-12,1.01,conventional,2017,West
2017-10-29,1.94,organic,2017,Tampa
2017-08-06,1.46,conventional,2017,CincinnatiDayton
2015-05-31,1.23,organic,2015,Houston
2016-06-19,2.19,organic,2016,Philadelphia
2015-02-01,1.22,organic,2015,Sacramento
2015-06-07,1.08,organic,2015,Roanoke
2015-01-18,2.15,organic,2015,Charlotte
2015-06-07,1.24,organic,2015,Louisville
2015-08-02,1.37,organic,2015,Louisville
2015-01-11,1.05,organic,2015,SanDiego
2017-10-29,1.23,conventional,2017,Southeast
2015-07-19,0.82,conventional,2015,DallasFtWorth
2015-05-10,1.06,conventional,2015,CincinnatiDayton
2017-05-14,2.09,organic,2017,Northeast
2016-12-18,1.43,organic,2016,NewOrleansMobile
2016-07-24,2.25,organic,2016,Portland
2015-05-10,1.17,conventional,2015,Southeast
2015-04-12,1.26,organic,2015,Houston
2017-10-29,1.41,conventional,2017,Spokane
2016-07-10,1.64,organic,2016,Syracuse
2017-02-12,0.99,conventional,2017,StLouis
2016-01-31,1.45,organic,2016,GreatLakes
2017-12-10,0.96,conventional,2017,West
2016-10-02,0.89,conventional,2016,Seattle
2016-06-26,2.23,organic,2016,NewYork
2016-04-10,0.7,conventional,2016,Houston
2015-01-11,1.39,organic,2015,SouthCentral
2015-03-01,0.84,conventional,2015,WestTexNewMexico
2016-10-02,1.87,organic,2016,RaleighGreensboro
2016-06-05,1.2,conventional,2016,Chicago
2017-05-28,1.94,organic,2017,PhoenixTucson
2015-11-01,1.04,organic,2015,StLouis
2017-08-06,1.55,conventional,2017,Spokane
2015-11-29,1.12,conventional,2015,GrandRapids
2018-01-21,1.82,organic,2018,Chicago
2017-05-07,1.61,organic,2017,Columbus
2015-07-12,1.1,conventional,2015,NorthernNewEngland
2015-08-09,1.92,organic,2015,NorthernNewEngland
2017-08-27,1.43,conventional,2017,Roanoke
2015-11-08,0.88,conventional,2015,West
2015-02-22,1.66,organic,2015,Plains
2018-01-14,1.3,conventional,2018,Pittsburgh
2017-11-05,1.43,organic,2017,Pittsburgh
2016-09-18,1.18,conventional,2016,SanDiego
2016-07-03,0.97,conventional,2016,West
2015-04-05,1.81,organic,2015,Jacksonville
2017-12-17,1.67,organic,2017,Plains
2016-12-25,1.23,conventional,2016,Midsouth
2016-03-20,1.08,conventional,2016,HarrisburgScranton
2015-01-04,1.4,organic,2015,West
2015-11-29,1.33,organic,2015,LosAngeles
2015-08-23,0.89,conventional,2015,SouthCentral
2015-04-26,1.14,conventional,2015,GreatLakes
2016-08-14,1.91,organic,2016,SanDiego
2018-01-21,1.04,conventional,2018,NewOrleansMobile
2016-07-10,1.51,organic,2016,TotalUS
2016-04-17,1.95,organic,2016,Sacramento
2015-05-24,1.99,organic,2015,SouthCarolina
2016-06-05,1.25,conventional,2016,Charlotte
2015-10-25,1.8,organic,2015,Detroit
2016-07-24,1.21,organic,2016,SouthCentral
2015-03-15,1.21,conventional,2015,Louisville
2016-08-28,1.04,organic,2016,StLouis
2016-07-03,0.77,conventional,2016,PhoenixTucson
2016-01-03,0.96,conventional,2016,NorthernNewEngland
2016-12-18,0.76,conventional,2016,WestTexNewMexico
2016-05-15,1.13,conventional,2016,Northeast
2017-04-30,1.39,organic,2017,Seattle
2016-04-24,0.75,conventional,2016,LosAngeles
2017-08-27,2.16,organic,2017,Denver
2017-11-05,1.96,organic,2017,MiamiFtLauderdale
2017-05-07,0.87,conventional,2017,LosAngeles
2016-07-31,1.27,conventional,2016,Indianapolis
2018-01-07,2.3,organic,2018,SanFrancisco
2017-08-06,2.09,organic,2017,Jacksonville
2016-03-20,1.1,organic,2016,LosAngeles
2016-12-04,1.55,organic,2016,NewOrleansMobile
2017-07-23,1.38,conventional,2017,LosAngeles
2018-01-14,1.85,organic,2018,Spokane
2015-03-22,1.21,conventional,2015,Chicago
2015-10-04,1.31,conventional,2015,Albany
2015-04-12,1.86,organic,2015,Boston
2015-01-18,1.33,organic,2015,West
2017-04-16,0.93,organic,2017,Detroit
2015-08-30,1.17,conventional,2015,Indianapolis
2015-03-08,0.96,conventional,2015,California
2015-01-25,1.77,organic,2015,Syracuse
2015-11-29,0.95,conventional,2015,Nashville
2017-10-29,1.0,conventional,2017,SanDiego
2015-02-22,1.39,organic,2015,SanFrancisco
2015-07-26,1.63,organic,2015,CincinnatiDayton
2018-01-21,1.81,organic,2018,Boise
2017-04-23,2.56,organic,2017,SanFrancisco
2017-12-31,1.4,organic,2017,Southeast
2015-07-12,2.38,organic,2015,HartfordSpringfield
2018-02-11,1.3,conventional,2018,Syracuse
2015-04-19,1.76,organic,2015,Orlando
2015-06-21,1.33,conventional,2015,Philadelphia
2018-01-14,1.19,conventional,2018,RichmondNorfolk
2016-08-14,1.72,organic,2016,Albany
2017-02-19,1.84,organic,2017,Syracuse
2016-12-18,0.93,conventional,2016,Portland
2017-09-17,1.2,conventional,2017,WestTexNewMexico
2017-12-24,1.81,organic,2017,Chicago
2018-02-11,1.25,conventional,2018,Portland
2017-01-15,0.95,organic,2017,Houston
2015-08-09,2.02,organic,2015,Portland
2016-05-01,1.21,conventional,2016,Philadelphia
2016-04-24,1.77,organic,2016,Albany
2016-12-25,1.17,conventional,2016,Seattle
2017-02-26,1.13,conventional,2017,Roanoke
2015-08-16,1.59,conventional,2015,SanFrancisco
2015-05-31,1.49,organic,2015,Columbus
2016-03-06,1.33,conventional,2016,Philadelphia
2015-03-15,1.56,organic,2015,PhoenixTucson
2015-07-05,1.22,conventional,2015,Spokane
2016-01-31,1.53,organic,2016,Philadelphia
2018-01-07,1.97,organic,2018,NewYork
2018-01-07,1.59,organic,2018,Portland
2015-03-01,1.11,conventional,2015,Roanoke
2015-12-13,1.8,organic,2015,Northeast
2015-03-15,1.81,organic,2015,StLouis
2016-04-03,0.95,conventional,2016,Nashville
2016-03-20,1.21,organic,2016,CincinnatiDayton
2015-08-23,1.43,organic,2015,Detroit
2015-01-18,1.28,conventional,2015,StLouis
2015-08-02,1.94,organic,2015,Philadelphia
2017-03-05,1.8,organic,2017,Northeast
2017-01-08,1.3,conventional,2017,HarrisburgScranton
2017-08-13,1.47,conventional,2017,Charlotte
2016-03-20,0.74,conventional,2016,DallasFtWorth
2016-08-21,0.97,organic,2016,SouthCentral
2015-06-07,1.25,conventional,2015,Boston
2015-07-26,1.07,conventional,2015,Nashville
2015-04-05,1.19,conventional,2015,Midsouth
2017-08-06,1.43,conventional,2017,Plains
2015-09-20,1.0,conventional,2015,Columbus
2017-11-12,1.53,organic,2017,Columbus
2016-07-31,1.2,conventional,2016,NewOrleansMobile
2016-04-24,0.78,conventional,2016,West
2015-08-16,1.17,conventional,2015,Tampa
2017-08-06,1.49,conventional,2017,StLouis
2017-02-12,1.35,organic,2017,DallasFtWorth
2017-12-17,1.41,organic,2017,DallasFtWorth
2017-12-03,1.35,conventional,2017,Philadelphia
2017-07-09,1.58,organic,2017,Pittsburgh
2016-04-03,1.03,conventional,2016,Syracuse
2017-02-12,1.91,organic,2017,Philadelphia
2016-07-17,1.13,conventional,2016,Louisville
2017-07-30,1.61,organic,2017,Columbus
2016-02-21,1.53,organic,2016,Indianapolis
2018-01-14,1.59,organic,2018,TotalUS
2016-10-09,1.68,organic,2016,West
2016-02-14,0.83,conventional,2016,Indianapolis
2015-03-29,1.9,organic,2015,NorthernNewEngland
2015-07-19,1.29,conventional,2015,Sacramento
2015-11-08,1.54,organic,2015,TotalUS
2015-08-09,1.5,organic,2015,Tampa
2018-02-25,1.34,conventional,2018,Charlotte
2016-07-31,1.07,conventional,2016,Roanoke
2016-01-31,1.47,organic,2016,Midsouth
2015-03-22,1.64,organic,2015,Nashville
2017-07-30,1.78,organic,2017,TotalUS
2016-10-09,1.49,conventional,2016,MiamiFtLauderdale
2015-03-01,1.46,organic,2015,Southeast
2016-05-29,1.13,conventional,2016,HarrisburgScranton
2015-04-05,1.8,organic,2015,BuffaloRochester
2015-04-12,0.98,conventional,2015,West
2015-05-17,1.53,organic,2015,Sacramento
2016-12-25,1.36,organic,2016,StLouis
2015-01-25,1.02,conventional,2015,Denver
2016-05-22,0.76,conventional,2016,LosAngeles
2015-03-22,1.22,conventional,2015,Northeast
2015-12-13,0.87,conventional,2015,California
2015-09-06,0.93,conventional,2015,West
2016-04-24,0.93,conventional,2016,Denver
2015-08-23,1.62,organic,2015,Syracuse
2015-03-29,1.25,conventional,2015,MiamiFtLauderdale
2016-05-22,0.96,conventional,2016,NewOrleansMobile
2017-02-12,1.79,organic,2017,Seattle
2017-12-10,1.14,conventional,2017,NewYork
2017-01-15,0.7,conventional,2017,DallasFtWorth
2016-09-11,0.76,conventional,2016,Houston
2018-03-04,1.43,conventional,2018,Seattle
2017-12-10,1.27,conventional,2017,Pittsburgh
2015-01-18,1.27,organic,2015,SanFrancisco
2015-07-19,1.25,conventional,2015,Seattle
2018-03-04,1.28,conventional,2018,RaleighGreensboro
2015-03-15,1.83,organic,2015,Northeast
2015-02-01,0.91,conventional,2015,GreatLakes
2015-11-01,1.11,conventional,2015,Charlotte
2016-01-31,1.07,conventional,2016,NorthernNewEngland
2015-05-03,0.8,conventional,2015,SanDiego
2016-12-18,1.31,organic,2016,GreatLakes
2017-02-05,0.55,conventional,2017,Houston
2017-02-19,0.93,conventional,2017,LasVegas
2017-02-19,1.81,organic,2017,Orlando
2015-11-01,0.98,organic,2015,Portland
2016-02-28,0.57,conventional,2016,PhoenixTucson
2017-11-19,1.45,conventional,2017,BaltimoreWashington
2018-01-14,1.42,organic,2018,NewOrleansMobile
2017-03-05,1.14,conventional,2017,Columbus
2017-03-26,1.11,organic,2017,WestTexNewMexico
2016-05-22,1.16,organic,2016,Nashville
2015-10-18,1.3,organic,2015,Denver
2015-10-18,1.61,organic,2015,Syracuse
2016-09-04,1.53,conventional,2016,Syracuse
2015-08-09,1.08,conventional,2015,GrandRapids
2016-11-13,1.68,organic,2016,BuffaloRochester
2016-01-31,1.28,organic,2016,Columbus
2015-04-26,1.37,conventional,2015,StLouis
2018-01-14,1.46,organic,2018,NorthernNewEngland
2015-07-26,2.01,organic,2015,Albany
2016-07-17,1.47,conventional,2016,BaltimoreWashington
2016-01-10,1.77,organic,2016,Charlotte
2017-05-14,1.1,organic,2017,West
2015-10-25,1.74,organic,2015,Portland
2015-08-09,2.02,organic,2015,Boston
2017-08-27,2.96,organic,2017,Seattle
2015-03-15,1.67,organic,2015,Syracuse
2015-11-15,1.53,organic,2015,Roanoke
2015-07-05,0.97,conventional,2015,Nashville
2016-10-09,1.02,organic,2016,Roanoke
2017-05-21,1.18,organic,2017,Portland
2018-03-18,0.87,conventional,2018,DallasFtWorth
2015-05-10,1.4,organic,2015,SouthCentral
2016-04-24,1.64,organic,2016,Jacksonville
2016-05-22,1.66,organic,2016,Jacksonville
2017-07-02,1.76,conventional,2017,HartfordSpringfield
2016-05-15,0.75,conventional,2016,Portland
2018-03-25,1.6,organic,2018,Denver
2016-02-07,0.61,conventional,2016,SanDiego
2016-08-21,1.99,organic,2016,LasVegas
2017-07-30,1.19,conventional,2017,Denver
2017-12-17,1.49,conventional,2017,Chicago
2016-07-03,1.61,organic,2016,Boston
2017-09-03,1.98,organic,2017,Louisville
2015-10-25,1.11,conventional,2015,HarrisburgScranton
2015-05-17,1.26,conventional,2015,Boston
2015-01-04,1.6,organic,2015,GrandRapids
2015-10-11,0.96,conventional,2015,Nashville
2017-12-10,1.79,organic,2017,NewYork
2015-02-01,1.69,organic,2015,Philadelphia
2016-12-11,1.02,organic,2016,Houston
2017-09-17,2.12,organic,2017,Plains
2016-12-04,0.76,conventional,2016,SouthCentral
2017-12-24,1.36,conventional,2017,Chicago
2018-03-11,1.31,organic,2018,GreatLakes
2017-08-13,1.52,conventional,2017,Columbus
2016-03-06,1.15,organic,2016,DallasFtWorth
2016-07-10,0.98,organic,2016,CincinnatiDayton
2018-02-04,0.96,conventional,2018,SouthCarolina
2015-03-29,1.52,organic,2015,Boise
2018-01-21,1.19,conventional,2018,MiamiFtLauderdale
2018-03-04,1.14,conventional,2018,RichmondNorfolk
2015-08-09,1.37,organic,2015,Louisville
2016-10-16,1.15,conventional,2016,Denver
2016-06-19,0.86,conventional,2016,Portland
2017-05-07,1.13,conventional,2017,Jacksonville
2015-10-11,1.19,conventional,2015,NorthernNewEngland
2016-07-24,1.2,conventional,2016,Indianapolis
2018-03-25,1.05,conventional,2018,Indianapolis
2016-02-07,0.85,conventional,2016,Louisville
2017-11-12,1.71,organic,2017,Albany
2017-01-15,1.73,organic,2017,Columbus
2017-10-15,1.47,organic,2017,Albany
2016-12-04,1.97,organic,2016,Albany
2018-01-14,1.42,organic,2018,Southeast
2017-05-28,1.28,conventional,2017,TotalUS
2016-07-24,1.69,organic,2016,StLouis
2015-03-01,1.65,organic,2015,Louisville
2016-05-29,1.62,organic,2016,Seattle
2016-06-05,1.43,organic,2016,Columbus
2016-07-24,2.3,organic,2016,HartfordSpringfield
2017-05-28,1.46,organic,2017,Seattle
2015-02-22,1.37,organic,2015,SouthCentral
2015-06-14,0.79,conventional,2015,LosAngeles
2016-05-29,0.94,conventional,2016,TotalUS
2016-09-25,1.3,organic,2016,Columbus
2015-04-12,1.41,organic,2015,Boise
2017-08-20,1.82,conventional,2017,Sacramento
2017-02-12,1.52,organic,2017,West
2016-12-04,1.48,conventional,2016,Albany
2017-05-21,1.54,conventional,2017,NorthernNewEngland
2016-09-25,1.04,conventional,2016,PhoenixTucson
2016-06-05,0.83,conventional,2016,SouthCentral
2016-01-10,1.37,organic,2016,Columbus
2016-04-17,1.01,conventional,2016,Southeast
2015-02-08,1.21,conventional,2015,Jacksonville
2016-01-31,1.04,conventional,2016,Jacksonville
2017-10-15,1.55,organic,2017,Denver
2015-08-23,1.12,conventional,2015,Atlanta
2015-01-25,1.93,organic,2015,StLouis
2015-11-22,1.26,conventional,2015,Albany
2015-05-03,1.54,organic,2015,Portland
2016-10-23,1.71,organic,2016,Denver
2015-11-29,1.61,organic,2015,Roanoke
2017-03-12,1.15,organic,2017,WestTexNewMexico
2016-04-17,0.89,conventional,2016,GrandRapids
2016-10-09,1.25,organic,2016,DallasFtWorth
2017-03-05,0.78,conventional,2017,CincinnatiDayton
2016-12-25,2.04,organic,2016,GrandRapids
2017-12-03,1.27,conventional,2017,Tampa
2015-06-28,1.61,organic,2015,NewOrleansMobile
2016-09-18,1.82,organic,2016,GrandRapids
2016-05-29,0.8,conventional,2016,StLouis
2016-05-01,1.43,organic,2016,MiamiFtLauderdale
2015-11-08,0.92,conventional,2015,LasVegas
2015-01-11,1.18,conventional,2015,Southeast
2017-04-16,2.59,organic,2017,SanFrancisco
2017-09-03,1.69,organic,2017,NorthernNewEngland
2016-04-03,1.81,organic,2016,Philadelphia
2016-04-10,0.96,conventional,2016,SouthCarolina
2018-03-25,1.45,organic,2018,Orlando
2015-11-22,0.8,conventional,2015,SouthCentral
2017-03-19,0.92,conventional,2017,Spokane
2017-01-15,1.88,organic,2017,Boston
2016-01-03,1.62,organic,2016,Chicago
2016-11-20,1.85,organic,2016,HarrisburgScranton
2016-02-28,1.64,organic,2016,NorthernNewEngland
2016-07-03,1.42,conventional,2016,Albany
2016-02-21,1.16,conventional,2016,GrandRapids
2017-03-19,1.53,conventional,2017,Orlando
2017-11-26,1.52,conventional,2017,SanFrancisco
2017-06-11,2.12,organic,2017,Jacksonville
2015-07-19,1.08,conventional,2015,Louisville
2016-07-24,1.45,organic,2016,Houston
2015-08-30,1.03,conventional,2015,Columbus
2015-03-22,0.98,conventional,2015,Southeast
2017-07-16,1.51,conventional,2017,Philadelphia
2016-03-13,0.99,conventional,2016,Roanoke
2017-06-04,1.23,organic,2017,Portland
2017-06-18,1.25,organic,2017,Denver
2017-10-08,1.56,organic,2017,RichmondNorfolk
2017-02-26,0.78,organic,2017,Denver
2017-09-17,1.54,conventional,2017,Philadelphia
2017-09-03,1.45,conventional,2017,Roanoke
2016-05-15,1.6,organic,2016,GrandRapids
2017-04-30,1.39,conventional,2017,NorthernNewEngland
2017-04-23,1.92,organic,2017,Albany
2015-06-07,1.46,organic,2015,CincinnatiDayton
2017-02-26,1.39,organic,2017,Plains
2017-03-12,0.9,conventional,2017,CincinnatiDayton
2017-07-23,1.29,conventional,2017,Pittsburgh
2015-03-08,1.18,conventional,2015,Spokane
2015-10-11,1.08,conventional,2015,Chicago
2017-12-24,1.1,conventional,2017,LosAngeles
2016-09-11,1.19,conventional,2016,HarrisburgScranton
2017-11-05,1.61,organic,2017,HarrisburgScranton
2017-09-17,1.59,organic,2017,RichmondNorfolk
2017-11-26,0.96,conventional,2017,SouthCentral
2016-06-19,1.46,organic,2016,SanDiego
2015-01-04,1.0,conventional,2015,Orlando
2016-12-04,0.93,conventional,2016,West
2017-11-19,1.23,conventional,2017,GreatLakes
2018-03-04,1.19,conventional,2018,BuffaloRochester
2015-06-14,1.15,conventional,2015,Charlotte
2016-12-11,0.96,conventional,2016,Spokane
2016-12-25,0.72,conventional,2016,Houston
2016-02-28,1.17,conventional,2016,HartfordSpringfield
2016-05-22,1.36,organic,2016,TotalUS
2016-04-17,0.98,conventional,2016,GreatLakes
2015-07-19,2.05,organic,2015,Charlotte
2016-01-03,1.57,organic,2016,Detroit
2015-04-26,1.09,conventional,2015,GrandRapids
2015-03-29,1.07,conventional,2015,Nashville
2016-04-17,0.9,conventional,2016,Nashville
2015-07-26,2.06,organic,2015,HarrisburgScranton
2017-12-10,1.01,conventional,2017,Louisville
2016-06-05,0.95,organic,2016,RichmondNorfolk
2015-04-26,1.67,organic,2015,Louisville
2017-04-02,1.68,conventional,2017,Philadelphia
2016-11-06,1.31,conventional,2016,Nashville
2015-11-22,1.09,conventional,2015,Boise
2017-11-05,1.19,conventional,2017,TotalUS
2017-11-26,2.04,organic,2017,Spokane
2016-11-20,1.43,conventional,2016,Louisville
2017-12-17,1.26,conventional,2017,Indianapolis
2017-07-16,1.23,organic,2017,NewOrleansMobile
2018-01-21,1.17,conventional,2018,Portland
2017-01-01,1.45,organic,2017,SanDiego
2017-06-18,2.76,organic,2017,SanFrancisco
2015-03-22,1.29,organic,2015,DallasFtWorth
2015-04-26,1.08,conventional,2015,Nashville
2017-05-14,1.4,organic,2017,NorthernNewEngland
2015-07-12,1.23,conventional,2015,Sacramento
2016-09-25,1.15,conventional,2016,California
2018-03-11,1.76,organic,2018,Northeast
2015-10-18,1.94,organic,2015,Atlanta
2016-02-14,1.28,conventional,2016,Syracuse
2015-02-22,1.09,conventional,2015,Roanoke
2016-03-20,0.94,conventional,2016,Boise
2018-01-28,1.76,organic,2018,StLouis
2015-10-04,1.49,organic,2015,DallasFtWorth
2017-05-21,1.44,conventional,2017,Tampa
2017-07-23,1.05,conventional,2017,SouthCentral
2016-05-01,1.25,organic,2016,Seattle
2016-09-25,1.08,organic,2016,Detroit
2018-02-04,1.63,organic,2018,Philadelphia
2016-04-24,0.87,conventional,2016,TotalUS
2016-10-16,1.89,conventional,2016,NewYork
2015-03-01,1.71,organic,2015,Seattle
2018-01-14,1.55,organic,2018,Roanoke
2017-10-29,1.23,conventional,2017,West
2015-06-14,1.05,conventional,2015,CincinnatiDayton
2018-03-25,1.65,organic,2018,LasVegas
2017-05-07,1.95,organic,2017,Chicago
2017-08-27,2.4,organic,2017,HartfordSpringfield
2017-06-25,1.17,conventional,2017,SouthCarolina
2016-12-11,1.08,conventional,2016,Plains
2015-09-27,0.99,conventional,2015,Boise
2017-05-14,1.66,conventional,2017,Syracuse
2015-12-06,0.99,conventional,2015,Charlotte
2015-01-11,1.09,conventional,2015,Denver
2017-11-26,1.38,conventional,2017,HartfordSpringfield
2017-12-31,1.48,organic,2017,Denver
2015-02-01,0.93,conventional,2015,Southeast
2015-07-19,1.65,organic,2015,Chicago
2015-05-24,1.37,organic,2015,Midsouth
2016-12-04,2.04,organic,2016,NewYork
2016-05-01,1.61,organic,2016,Chicago
2015-03-08,1.81,organic,2015,Jacksonville
2017-09-17,1.7,conventional,2017,Columbus
2015-03-29,1.83,organic,2015,Philadelphia
2018-02-18,1.76,organic,2018,StLouis
2016-06-26,1.56,organic,2016,West
2017-08-06,1.03,conventional,2017,SouthCentral
2016-11-06,1.83,conventional,2016,HartfordSpringfield
2018-02-25,1.46,organic,2018,Southeast
2018-01-21,1.01,conventional,2018,Pittsburgh
2015-05-10,1.05,conventional,2015,NorthernNewEngland
2015-01-25,1.7,organic,2015,Pittsburgh
2017-01-01,1.62,organic,2017,RichmondNorfolk
2017-03-05,0.6,conventional,2017,Nashville
2017-02-05,1.7,organic,2017,GrandRapids
2015-11-22,1.07,conventional,2015,Seattle
2017-04-02,1.95,organic,2017,HarrisburgScranton
2015-07-19,1.19,conventional,2015,Charlotte
2015-06-28,2.0,organic,2015,StLouis
2015-04-12,1.81,organic,2015,MiamiFtLauderdale
2017-05-14,1.55,organic,2017,TotalUS
2015-10-11,0.92,conventional,2015,LosAngeles
2015-10-18,0.97,conventional,2015,Detroit
2018-01-14,1.79,organic,2018,Chicago
2016-03-20,0.93,conventional,2016,Nashville
2016-07-17,1.08,conventional,2016,LasVegas
2017-01-15,0.76,conventional,2017,CincinnatiDayton
2016-11-27,2.03,organic,2016,Charlotte
2016-10-09,1.03,organic,2016,Columbus
2016-04-10,0.85,conventional,2016,Tampa
2018-02-18,1.13,conventional,2018,LasVegas
2015-04-05,1.09,conventional,2015,Tampa
2015-02-22,1.02,conventional,2015,SouthCarolina
2015-11-08,1.16,conventional,2015,HartfordSpringfield
2015-12-20,0.81,conventional,2015,SouthCentral
2015-05-10,1.79,organic,2015,Philadelphia
2017-04-02,1.8,organic,2017,Orlando
2018-02-25,1.36,organic,2018,Seattle
