Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,total_salary,Retirement,Health/Dental,Other Benefits,Total Benefits,total_compensation
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,130,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7309,Car And Auto Painter,20488,81942.02,19843.05,20203.05,121988.12,20273.71,12424.5,9672.36,42370.57,164358.69
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2400,"Lab, Pharmacy & Med Techs",2467,Diagnostic Imaging Tech I,42947,7578.5,1324.43,1556.89,10459.82,1594.32,1099.09,811.48,3504.89,13964.71
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7318,Electronic Maintenance Tech,44716,18977.7,0,666.64,19644.34,3655.81,2341.54,1557.3,7554.65,27198.99
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,45691,86519.39,2928.28,12732.06,102179.73,18665.48,7402.13,6074.19,32141.8,134321.53
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1450,Executive Secretary 1,39912,39690.01,0,0,39690.01,8869.97,6690.11,3133.15,18693.23,58383.24
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,252,"Transport Workers - Auto Svc Workers, Local 250-A",7400,Skilled Labor,7410,Automotive Service Worker,22378,4018,866.38,804.8,5689.18,1244.28,955.73,464.59,2664.6,8353.78
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5261,Architectural Assistant 2,29548,85937.01,0,0,85937.01,17679.8,12424.53,7011.94,37116.27,123053.28
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q003,Police Officer 2,2023,117140.98,9910.34,12273.56,139324.88,23164.17,12424.5,2317.88,37906.55,177231.43
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,8198,6247.61,0,261.54,6509.15,1557.52,1242.46,475.95,3275.93,9785.08
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,158,110092.68,2295.15,7712.87,120100.7,21753.63,9748.04,7915.85,39417.52,159518.22
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,104,"Sheet Metal Workers, Local 104",7300,Journeyman Trade,7376,Sheet Metal Worker,25595,56152.55,290.48,520,56963.03,747.75,6857.32,4417.74,12022.81,68985.84
Calendar,2015,4,Community Health,DPH,Public Health,38,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7347,Plumber,36767,100761.03,1956.72,8443.39,111161.14,22517.09,12424.5,8927.3,43868.89,155030.03
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2920,Medical Social Worker,47914,6771.01,0,353.87,7124.88,0,896,553,1449,8573.88
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7501,Environmental Service Worker,33697,33841.8,1476.83,3799.7,39118.33,9280.32,9079.44,3155.37,21515.13,60633.46
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2400,"Lab, Pharmacy & Med Techs",2430,Medical Evaluations Assistant,28873,15923.24,0,2954.8,18878.04,3571.59,3327.14,1511.55,8410.28,27288.32
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,20544,67674.62,10526.63,2188.21,80389.46,15946,13338.84,6153.05,35437.89,115827.35
Calendar,2015,6,General Administration & Finance,REG,Elections,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1062,IS Programmer Analyst,43026,82859.89,0,0,82859.89,17062.55,12299.89,6282.39,35644.83,118504.72
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,37436,9304.76,0,61.31,9366.07,0,3368.96,725.96,4094.92,13460.99
Calendar,2015,1,Public Protection,ECD,Department of Emergency Management,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1600,"Payroll, Billing & Accounting",1657,Accountant IV,6580,58583.02,0,0,58583.02,10923.52,6690.11,4782.77,22396.4,80979.42
Calendar,2015,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,5938,100657.06,0,0,100657.06,20772.84,12262.93,8205.64,41241.41,141898.47
Calendar,2015,1,Public Protection,ECD,Department of Emergency Management,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8238,Public Safetycomm Disp,40675,93051.56,37145.14,13272.88,143469.58,21308.44,12340.88,10165.94,43815.26,187284.84
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2312,Licensed Vocational Nurse,32922,75605.03,291.4,1690.93,77587.36,15848.58,12424.5,6360.5,34633.58,112220.94
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,34744,3194.67,0,0,3194.67,0,1145.38,258.58,1403.96,4598.63
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,4,"Painters, Local 1176",7300,Journeyman Trade,7346,Painter,46850,41286.87,1542.54,541.25,43370.66,9097.56,6475.09,3413.03,18985.68,62356.34
Calendar,2015,4,Community Health,DPH,Public Health,164,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2230,Physician Specialist,16239,19214.16,0,0,19214.16,3483.55,1248.43,1491.32,6223.3,25437.46
Calendar,2015,6,General Administration & Finance,ASR,Assessor/Recorder,790,"SEIU - Miscellaneous, Local 1021",4200,Appraisal & Taxation,4214,Assessor-Recorder Office Spec,53202,55845.56,0,0,55845.56,12360.65,11583.4,4558.18,28502.23,84347.79
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1202,Personnel Clerk,37373,21145.02,0,0,21145.02,4649.76,5256.52,1690.24,11596.52,32741.54
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5289,Transit Planner III,33668,53702,0,0,53702,12001.14,6690.12,4344.61,23035.87,76737.87
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,3795,120226.91,0,26843.43,147070.34,27636.35,10979.38,10171.57,48787.3,195857.64
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,28122,56077.03,9378.4,2764.41,68219.84,15926.37,11039.11,5141.57,32107.05,100326.89
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,37808,119467.32,0,15498.52,134965.84,24481.53,12424.5,349.79,37255.82,172221.66
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,38674,112689.23,18943.59,11740.86,143373.68,22317.18,12424.5,2387.07,37128.75,180502.43
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q050,"Sergeant, (Police Department)",40299,132102.82,36883.97,16892.71,185879.5,26114.37,12424.5,3114.19,41653.06,227532.56
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3602,Library Page,19893,23165.86,0,207.67,23373.53,5574.88,6797.62,1811.17,14183.67,37557.2
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9504,Permit And Citation Clerk,18247,60789.16,5671.49,0,66460.65,12510.83,12372.23,5349.4,30232.46,96693.11
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2200,Medical & Dental,2202,Dental Aide,2418,8521.1,0,140,8661.1,0,1768.1,691.2,2459.3,11120.4
Calendar,2015,1,Public Protection,ECD,Department of Emergency Management,21,"Prof & Tech Engineers - Miscellaneous, Local 21",8200,Protection & Apprehension,8240,Pub Safety Communication Coord,44642,109567.27,3338.4,12042.65,124948.32,26396.94,12305.04,9864.4,48566.38,173514.7
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,49540,67045.19,10806.77,561.94,78413.9,15373.94,13207.43,5778.66,34360.03,112773.93
Calendar,2015,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5211,Eng/Arch/Landscape Arch Sr,52942,156746.04,0,0,156746.04,31545.23,12424.5,10427.37,54397.1,211143.14
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1450,Executive Secretary 1,1392,34475.04,0,0,34475.04,6415.79,5734.39,2764.78,14914.96,49390
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3602,Library Page,48083,42419.89,0,553.73,42973.62,10372.51,10620.56,3491.5,24484.57,67458.19
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,37590,2975.4,0,0,2975.4,0,1290.23,230.36,1520.59,4495.99
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1822,Administrative Analyst,19797,72550.8,0,0,72550.8,9386.48,12424.5,5859.92,27670.9,100221.7
Calendar,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,52997,113233.61,35672.67,25546.15,174452.43,25481.14,15196.12,2973.68,43650.94,218103.37
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3630,Librarian 1,6497,2161.69,0,38.43,2200.12,0,376.31,170.76,547.07,2747.19
Calendar,2015,1,Public Protection,PDR,Public Defender,790,"SEIU - Miscellaneous, Local 1021",8100,Legal & Court,8142,Public Defender's Investigator,10439,79718.3,0,0,79718.3,16411.2,12424.5,6455.92,35291.62,115009.92
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3610,Library Assistant,34300,61971.02,0,1207.99,63179.01,13025.98,12472.29,5182.31,30680.58,93859.59
